3860453155421,0,1158
3860453155422,0,1159
3860453155422,0,1159
3860453155423,0,1159
3860453155423,0,1159
3860453155423,0,1159
3860453155423,0,1159
3860453155423,0,1159
3860453155424,0,1159
3860453155424,0,1159
3860453155424,0,1159
3860453155424,0,1159
3860453155424,0,1159
3860453155450,2,979
3860453155451,2,979
3860453155451,2,979
3860453155451,2,980
3860453155452,2,980
3860453155483,1,1069
3860453155483,1,1069
3860453155484,1,1069
3860453155484,1,1069
3860453155485,1,1069
3860453155516,2,1096
3860453155516,2,1096
3860453155517,2,1097
3860453155517,2,1097
3860453155517,2,1097
3860453155518,2,1097
3860453155552,0,1164
3860453155552,0,1164
3860453155552,0,1164
3860453155553,0,1165
3860453155553,0,1165
3860453155553,0,1165
3860453155553,0,1165
3860453155554,0,1165
3860453155554,0,1165
3860453155554,0,1165
3860453155554,0,1165
3860453155554,0,1165
3860453155554,0,1165
3860453155555,0,1165
3860453155555,0,1165
3860453155555,0,1165
3860453155584,2,1097
3860453155585,2,1097
3860453155585,2,1098
3860453155586,2,1098
3860453155586,2,1098
3860453155617,1,1086
3860453155617,1,1086
3860453155618,1,1087
3860453155618,1,1087
3860453155618,1,1087
3860453155647,2,1070
3860453155648,2,1070
3860453155648,2,1071
3860453155648,2,1071
3860453155685,0,1129
3860453155686,0,1129
3860453155686,0,1129
3860453155686,0,1129
3860453155687,0,1129
3860453155687,0,1129
3860453155687,0,1129
3860453155687,0,1130
3860453155687,0,1130
3860453155688,0,1130
3860453155688,0,1130
3860453155688,0,1130
3860453155688,0,1130
3860453155689,0,1130
3860453155689,0,1130
3860453155715,2,845
3860453155715,2,845
3860453155715,2,845
3860453155745,1,917
3860453155746,1,918
3860453155747,1,918
3860453155747,1,918
3860453155783,2,1169
3860453155784,2,1169
3860453155784,2,1169
3860453155785,2,1169
3860453155820,0,1149
3860453155820,0,1149
3860453155821,0,1150
3860453155821,0,1150
3860453155821,0,1150
3860453155822,0,1150
3860453155822,0,1150
3860453155822,0,1150
3860453155822,0,1150
3860453155823,0,1150
3860453155823,0,1150
3860453155823,0,1150
3860453155823,0,1150
3860453155847,2,1045
3860453155847,2,1045
3860453155848,2,1046
3860453155881,1,1060
3860453155881,1,1060
3860453155882,1,1060
3860453155882,1,1061
3860453155914,2,1021
3860453155915,2,1021
3860453155915,2,1022
3860453155915,2,1022
3860453155916,2,1022
3860453155950,0,1126
3860453155951,0,1126
3860453155952,0,1126
3860453155952,0,1126
3860453155953,0,1126
3860453155953,0,1126
3860453155953,0,1126
3860453155953,0,1127
3860453155954,0,1127
3860453155954,0,1127
3860453155954,0,1127
3860453155955,0,1127
3860453155955,0,1127
3860453155955,0,1127
3860453155956,0,1127
3860453155983,2,1100
3860453155983,2,1100
3860453155984,2,1100
3860453156015,1,1126
3860453156015,1,1126
3860453156016,1,1127
3860453156016,1,1127
3860453156052,2,1028
3860453156053,2,1029
3860453156054,2,1029
3860453156086,0,1150
3860453156086,0,1150
3860453156087,0,1150
3860453156087,0,1150
3860453156087,0,1150
3860453156088,0,1150
3860453156088,0,1150
3860453156088,0,1151
3860453156088,0,1151
3860453156088,0,1151
3860453156089,0,1151
3860453156089,0,1151
3860453156116,2,895
3860453156117,2,895
3860453156117,2,895
3860453156118,2,895
3860453156151,1,936
3860453156151,1,936
3860453156152,1,936
3860453156152,1,936
3860453156181,2,1119
3860453156181,2,1119
3860453156182,2,1120
3860453156182,2,1120
3860453156182,2,1120
3860453156217,0,1109
3860453156217,0,1110
3860453156218,0,1110
3860453156218,0,1110
3860453156218,0,1110
3860453156219,0,1110
3860453156220,0,1110
3860453156220,0,1110
3860453156220,0,1110
3860453156220,0,1110
3860453156220,0,1110
3860453156220,0,1110
3860453156221,0,1110
3860453156245,2,1073
3860453156246,2,1074
3860453156246,2,1074
3860453156246,2,1074
3860453156247,2,1074
3860453156287,1,1162
3860453156287,1,1162
3860453156288,1,1163
3860453156289,1,1163
3860453156289,1,1163
3860453156317,2,996
3860453156318,2,996
3860453156318,2,996
3860453156318,2,996
3860453156319,2,997
3860453156319,2,997
3860453156354,0,1108
3860453156354,0,1108
3860453156354,0,1108
3860453156355,0,1108
3860453156355,0,1108
3860453156356,0,1108
3860453156356,0,1108
3860453156356,0,1108
3860453156356,0,1108
3860453156356,0,1108
3860453156357,0,1108
3860453156357,0,1109
3860453156357,0,1109
3860453156357,0,1109
3860453156357,0,1109
3860453156358,0,1109
3860453156381,2,1050
3860453156382,2,1050
3860453156382,2,1050
3860453156382,2,1051
3860453156383,2,1051
3860453156415,1,1075
3860453156415,1,1075
3860453156417,1,1075
3860453156417,1,1075
3860453156417,1,1075
3860453156418,1,1076
3860453156451,2,1048
3860453156451,2,1048
3860453156452,2,1049
3860453156452,2,1049
3860453156452,2,1049
3860453156452,2,1049
3860453156488,0,1174
3860453156489,0,1174
3860453156489,0,1175
3860453156489,0,1175
3860453156490,0,1175
3860453156490,0,1175
3860453156490,0,1175
3860453156490,0,1175
3860453156490,0,1175
3860453156491,0,1175
3860453156491,0,1175
3860453156491,0,1175
3860453156491,0,1175
3860453156492,0,1175
3860453156492,0,1175
3860453156518,2,1154
3860453156518,2,1154
3860453156519,2,1154
3860453156519,2,1154
3860453156550,1,1052
3860453156550,1,1052
3860453156551,1,1052
3860453156551,1,1052
3860453156551,1,1052
3860453156552,1,1052
3860453156552,1,1053
3860453156582,2,963
3860453156582,2,963
3860453156583,2,964
3860453156583,2,964
3860453156583,2,964
3860453156620,0,1162
3860453156620,0,1162
3860453156620,0,1162
3860453156621,0,1162
3860453156621,0,1162
3860453156621,0,1162
3860453156621,0,1162
3860453156621,0,1162
3860453156622,0,1162
3860453156622,0,1162
3860453156622,0,1162
3860453156622,0,1162
3860453156623,0,1162
3860453156623,0,1162
3860453156623,0,1162
3860453156624,0,1162
3860453156647,2,1062
3860453156648,2,1063
3860453156648,2,1063
3860453156648,2,1063
3860453156681,1,1020
3860453156682,1,1021
3860453156682,1,1021
3860453156682,1,1021
3860453156682,1,1021
3860453156683,1,1021
3860453156683,1,1021
3860453156720,2,988
3860453156721,2,989
3860453156722,2,989
3860453156722,2,989
3860453156722,2,989
3860453156757,0,1113
3860453156757,0,1113
3860453156757,0,1113
3860453156758,0,1113
3860453156758,0,1113
3860453156758,0,1113
3860453156758,0,1113
3860453156759,0,1113
3860453156759,0,1114
3860453156759,0,1114
3860453156759,0,1114
3860453156759,0,1114
3860453156760,0,1114
3860453156760,0,1114
3860453156760,0,1114
3860453156760,0,1114
3860453156760,0,1114
3860453156781,2,1013
3860453156782,2,1013
3860453156782,2,1014
3860453156782,2,1014
3860453156815,1,1082
3860453156815,1,1083
3860453156816,1,1083
3860453156816,1,1083
3860453156816,1,1083
3860453156816,1,1083
3860453156847,2,1029
3860453156847,2,1029
3860453156848,2,1029
3860453156848,2,1030
3860453156886,0,1158
3860453156886,0,1158
3860453156887,0,1158
3860453156887,0,1158
3860453156888,0,1158
3860453156888,0,1158
3860453156888,0,1158
3860453156888,0,1158
3860453156888,0,1159
3860453156889,0,1159
3860453156889,0,1159
3860453156889,0,1159
3860453156889,0,1159
3860453156889,0,1159
3860453156889,0,1159
3860453156890,0,1159
3860453156915,2,1018
3860453156916,2,1018
3860453156916,2,1019
3860453156949,1,978
3860453156950,1,978
3860453156950,1,978
3860453156950,1,979
3860453156979,2,926
3860453156979,2,926
3860453156980,2,926
3860453156980,2,927
3860453157024,0,1108
3860453157024,0,1108
3860453157025,0,1108
3860453157025,0,1108
3860453157025,0,1108
3860453157025,0,1108
3860453157026,0,1108
3860453157026,0,1108
3860453157026,0,1108
3860453157026,0,1109
3860453157026,0,1109
3860453157026,0,1109
3860453157027,0,1109
3860453157027,0,1109
3860453157049,2,974
3860453157049,2,974
3860453157050,2,974
3860453157082,1,1106
3860453157082,1,1106
3860453157083,1,1106
3860453157115,2,1021
3860453157115,2,1021
3860453157116,2,1021
3860453157116,2,1021
3860453157153,0,1124
3860453157153,0,1124
3860453157154,0,1124
3860453157154,0,1124
3860453157154,0,1124
3860453157154,0,1124
3860453157155,0,1124
3860453157155,0,1125
3860453157155,0,1125
3860453157155,0,1125
3860453157155,0,1125
3860453157156,0,1125
3860453157179,2,1048
3860453157180,2,1049
3860453157180,2,1049
3860453157211,1,1129
3860453157211,1,1130
3860453157212,1,1130
3860453157248,2,1039
3860453157249,2,1040
3860453157249,2,1040
3860453157249,2,1040
3860453157287,0,1124
3860453157287,0,1124
3860453157287,0,1124
3860453157288,0,1124
3860453157289,0,1125
3860453157289,0,1125
3860453157289,0,1125
3860453157289,0,1125
3860453157290,0,1125
3860453157290,0,1125
3860453157290,0,1125
3860453157290,0,1125
3860453157314,2,1065
3860453157314,2,1065
3860453157314,2,1065
3860453157351,1,958
3860453157351,1,959
3860453157352,1,959
3860453157352,1,959
3860453157382,2,1066
3860453157383,2,1066
3860453157383,2,1066
3860453157383,2,1067
3860453157420,0,1095
3860453157420,0,1095
3860453157421,0,1095
3860453157421,0,1095
3860453157421,0,1095
3860453157422,0,1096
3860453157422,0,1096
3860453157422,0,1096
3860453157422,0,1096
3860453157423,0,1096
3860453157423,0,1096
3860453157423,0,1096
3860453157448,2,909
3860453157449,2,909
3860453157449,2,909
3860453157450,2,910
3860453157483,1,1005
3860453157483,1,1006
3860453157483,1,1006
3860453157483,1,1006
3860453157514,2,1120
3860453157514,2,1121
3860453157515,2,1121
3860453157515,2,1121
3860453157551,0,1167
3860453157552,0,1167
3860453157552,0,1167
3860453157553,0,1167
3860453157553,0,1167
3860453157553,0,1167
3860453157553,0,1167
3860453157553,0,1167
3860453157554,0,1167
3860453157554,0,1168
3860453157554,0,1168
3860453157554,0,1168
3860453157584,2,931
3860453157585,2,931
3860453157585,2,932
3860453157585,2,932
3860453157617,1,1022
3860453157617,1,1022
3860453157618,1,1022
3860453157618,1,1022
3860453157619,1,1023
3860453157649,2,1068
3860453157649,2,1068
3860453157649,2,1068
3860453157650,2,1068
3860453157650,2,1068
3860453157686,0,1170
3860453157686,0,1170
3860453157686,0,1170
3860453157687,0,1171
3860453157687,0,1171
3860453157687,0,1171
3860453157687,0,1171
3860453157688,0,1171
3860453157688,0,1171
3860453157688,0,1171
3860453157688,0,1171
3860453157688,0,1171
3860453157689,0,1171
3860453157716,2,1027
3860453157717,2,1027
3860453157717,2,1027
3860453157718,2,1027
3860453157750,1,1035
3860453157750,1,1035
3860453157751,1,1036
3860453157751,1,1036
3860453157751,1,1036
3860453157783,2,1126
3860453157783,2,1126
3860453157784,2,1127
3860453157784,2,1127
3860453157820,0,1175
3860453157821,0,1175
3860453157821,0,1175
3860453157822,0,1175
3860453157822,0,1175
3860453157822,0,1175
3860453157822,0,1175
3860453157822,0,1175
3860453157823,0,1176
3860453157823,0,1176
3860453157823,0,1176
3860453157823,0,1176
3860453157823,0,1176
3860453157823,0,1176
3860453157847,2,1145
3860453157848,2,1145
3860453157848,2,1145
3860453157880,1,1027
3860453157880,1,1027
3860453157881,1,1027
3860453157881,1,1028
3860453157920,2,1047
3860453157921,2,1047
3860453157922,2,1047
3860453157922,2,1047
3860453157922,2,1047
3860453157923,2,1047
3860453157957,0,1121
3860453157957,0,1121
3860453157958,0,1121
3860453157958,0,1121
